               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  94,            0.022314,            0.032776,           0.0039981,              0.7481,             0.67099,             0.70362,             0.43056,            0.025811,            0.039758,             0.01113,            0.006931,            0.006931,            0.006931
                  95,            0.023693,            0.032479,           0.0041291,             0.74204,             0.69104,              0.7211,             0.44592,            0.026651,              0.0396,           0.0094865,            0.006898,            0.006898,            0.006898
                  96,            0.022912,            0.032999,           0.0038506,             0.70246,             0.70227,             0.71022,             0.43908,            0.025954,            0.039385,            0.010924,            0.006865,            0.006865,            0.006865
                  97,            0.022803,            0.032379,           0.0043313,             0.74538,             0.67718,             0.71365,             0.43767,            0.026639,             0.03979,             0.01057,            0.006832,            0.006832,            0.006832
                  98,            0.023035,            0.032182,           0.0041661,              0.7487,             0.67684,             0.71711,             0.44075,            0.026218,            0.039913,            0.010454,            0.006799,            0.006799,            0.006799
                  99,            0.022565,            0.031703,           0.0040372,             0.71612,             0.70324,             0.71282,             0.43744,             0.02646,            0.039821,            0.010625,            0.006766,            0.006766,            0.006766
                 100,            0.022758,            0.031393,           0.0038534,             0.73818,             0.68237,             0.70716,             0.43934,            0.025453,            0.039538,            0.009572,            0.006733,            0.006733,            0.006733
                 101,            0.021956,            0.031524,           0.0037354,             0.75637,             0.65611,             0.70411,             0.43933,            0.025622,            0.040684,           0.0098954,              0.0067,              0.0067,              0.0067
                 102,            0.022894,            0.031331,           0.0037109,             0.70513,             0.69415,             0.70411,             0.43531,             0.02565,            0.040633,           0.0099363,            0.006667,            0.006667,            0.006667
                 103,            0.022316,             0.03161,           0.0038376,             0.72349,              0.7006,             0.71936,              0.4432,            0.025547,            0.038161,           0.0099865,            0.006634,            0.006634,            0.006634
                 104,            0.022084,            0.031399,           0.0047621,             0.73238,             0.66036,             0.70583,             0.43495,            0.026026,            0.040212,            0.011703,            0.006601,            0.006601,            0.006601
                 105,            0.021794,            0.032114,           0.0046091,             0.71525,             0.69246,              0.7033,             0.43373,            0.025872,            0.039793,            0.010595,            0.006568,            0.006568,            0.006568
                 106,            0.021778,            0.032024,           0.0039584,             0.72349,             0.67639,             0.70277,             0.43709,            0.025521,             0.04057,             0.01043,            0.006535,            0.006535,            0.006535
                 107,            0.022022,            0.031773,           0.0036254,             0.73771,             0.67436,             0.70583,             0.43706,            0.025733,            0.040053,           0.0099839,            0.006502,            0.006502,            0.006502
                 108,            0.022333,            0.031571,           0.0035891,             0.70998,             0.66775,             0.68593,             0.41925,            0.026342,            0.041639,            0.011163,            0.006469,            0.006469,            0.006469
                 109,            0.022409,            0.031572,           0.0040656,             0.69214,             0.69888,              0.7004,             0.42953,            0.026543,            0.040575,            0.010763,            0.006436,            0.006436,            0.006436
                 110,            0.022076,            0.032074,           0.0047496,             0.71566,             0.65878,             0.68605,             0.42051,            0.026618,            0.042064,            0.011173,            0.006403,            0.006403,            0.006403
                 111,            0.021398,            0.031495,           0.0040173,             0.71938,             0.68074,             0.70455,             0.43653,            0.025383,            0.040325,            0.010909,             0.00637,             0.00637,             0.00637
                 112,            0.021693,            0.030518,            0.003934,             0.74464,             0.68136,             0.71264,             0.43624,             0.02522,            0.040297,             0.01034,            0.006337,            0.006337,            0.006337
                 113,            0.021708,             0.03033,           0.0034218,             0.73432,              0.6803,             0.70879,             0.43935,            0.025727,            0.041445,           0.0099903,            0.006304,            0.006304,            0.006304
                 114,            0.021843,            0.030738,           0.0038188,             0.72533,             0.68495,             0.71029,             0.43763,            0.025941,            0.041111,            0.010344,            0.006271,            0.006271,            0.006271
                 115,            0.021532,            0.031621,           0.0036489,             0.73508,              0.6707,             0.70445,             0.43526,            0.025974,            0.041692,             0.00991,            0.006238,            0.006238,            0.006238
                 116,            0.021383,            0.031183,           0.0035265,             0.71359,             0.67303,             0.68911,             0.42323,            0.026106,            0.041799,            0.011271,            0.006205,            0.006205,            0.006205
                 117,            0.021276,            0.031355,           0.0039819,             0.70832,              0.6967,             0.70599,             0.43418,            0.025848,            0.041043,            0.010771,            0.006172,            0.006172,            0.006172
                 118,            0.021619,            0.030577,           0.0041654,             0.68943,             0.71895,             0.70936,             0.43923,            0.025854,            0.040984,            0.010997,            0.006139,            0.006139,            0.006139
                 119,            0.021229,            0.030722,           0.0032869,             0.73686,             0.68744,             0.70795,             0.43535,            0.026128,            0.042314,            0.010449,            0.006106,            0.006106,            0.006106
                 120,            0.022288,            0.030284,           0.0035021,             0.73641,             0.68531,             0.71179,              0.4378,            0.025852,            0.041841,            0.010257,            0.006073,            0.006073,            0.006073
                 121,             0.02037,             0.02993,            0.003036,             0.72067,             0.69821,             0.72421,             0.44568,            0.025523,            0.041039,           0.0096576,             0.00604,             0.00604,             0.00604
                 122,             0.02111,            0.029889,           0.0029805,             0.75566,              0.6708,             0.71498,             0.44545,            0.025448,            0.041347,            0.010272,            0.006007,            0.006007,            0.006007
